X,Y,OffenceNum,CaseDate,CaseType,CaseStatus,LienStatus,ParcelNo,CouncilDistrict,City,STATE,Zip,ComplaintRem,OBJECTID,ParcelNo_X,ParcelNo_Y,Address1,Year,Month,GlobalID,created_user,created_date,last_edited_user,last_edited_date
502363.723351087,674793.654418178,C00134086,2022/05/16,NUISANCE,CLOSED,Lien Released,11 06 23 1 021 013.000,DISTRICT 4,MONTGOMERY,AL,36108,,278,1.35361111,11.10638889,2308 AJAX ST,2022,5,{E8236A07-E53E-4D8E-AF0A-D162B23C2D4A},,,HNAM,2025/03/19 20:12:07+00
502363.723351087,674793.654418178,C00136360,2022/06/22,NUISANCE,CLOSED,NA,11 06 23 1 021 013.000,DISTRICT 4,MONTGOMERY,AL,36108,,279,1.35361111,11.10638889,2308 AJAX ST,2022,6,{B7363F04-CA0D-4DA2-AEB7-E2D2C7C04932},,,HNAM,2025/03/19 20:12:07+00
502363.723351087,674793.654418178,C00120988,2021/06/28,NUISANCE,CLOSED,NA,11 06 23 1 021 013.000,DISTRICT 4,MONTGOMERY,AL,36108,,280,1.35361111,11.10638889,2308 AJAX ST,2021,6,{AF927F09-8EB4-49C6-A04A-7F9CF3FC3BDA},,,HNAM,2025/03/19 20:12:07+00
502363.723351087,674793.654418178,C00116155,2021/04/12,NUISANCE,OPEN,NA,11 06 23 1 021 013.000,DISTRICT 4,MONTGOMERY,AL,36108,,281,1.35361111,11.10638889,2308 AJAX ST,2021,4,{E649FCF7-F913-42A4-846C-0C6F8573C886},,,HNAM,2025/03/19 20:12:07+00
502363.723351087,674793.654418178,C00129488,2022/02/24,NUISANCE,CLOSED,Lien Released,11 06 23 1 021 013.000,DISTRICT 4,MONTGOMERY,AL,36108,,282,1.35361111,11.10638889,2308 AJAX ST,2022,2,{E90C7835-A7D2-41E6-9A99-610CE99E8521},,,HNAM,2025/03/19 20:12:07+00
502207.076354671,674657.112696506,C00152448,2023/07/17,NUISANCE,CLOSED,NA,11 06 23 1 022 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,283,1.36777778,11.10638889,2335 AJAX ST,2023,7,{2C8A32B5-BC1E-4AF5-8509-21E30E8C6205},,,HNAM,2025/03/19 20:12:07+00
502207.076354671,674657.112696506,C00157799,2023/10/10,NUISANCE,OPEN,NA,11 06 23 1 022 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,284,1.36777778,11.10638889,2335 AJAX ST,2023,10,{4E4F69FB-7758-429A-AD4B-21828D76EC6F},,,HNAM,2025/03/19 20:12:07+00
502207.076354671,674657.112696506,C00150096,2023/06/06,NUISANCE,OPEN,Lien Filed,11 06 23 1 022 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,286,1.36777778,11.10638889,2335 AJAX ST,2023,6,{95069E22-E5E5-4433-BD0A-8BAE5F56B225},,,HNAM,2025/03/19 20:12:07+00
489079.118030585,676929.620290592,C00157455,2023/09/29,NUISANCE,CLOSED,NA,11 05 16 3 004 017.000,DISTRICT 4,MONTGOMERY,AL,36108,,287,3.07138889,11.08777778,3209 ALAN LN,2023,9,{B292FB40-68D0-464A-9991-EFFB7898B1B1},,,HNAM,2025/03/19 20:12:07+00
489166.457094755,677090.098644175,C00123161,2021/07/30,NUISANCE,CLOSED,NA,11 05 16 3 004 013.000,DISTRICT 4,MONTGOMERY,AL,36108,,288,3.07027778,11.08777778,3204 ALAN LN,2021,7,{C516C526-B64D-44DE-A67A-FFA7E5BF1505},,,HNAM,2025/03/19 20:12:07+00
489079.118030585,676929.620290592,C00159593,2024/01/23,NUISANCE,OPEN,Lien Filed,11 05 16 3 004 017.000,DISTRICT 4,MONTGOMERY,AL,36108,REMOVE ALL SCATTERED DEBRIS FROM PROPERTY INCLUDING DISMANTLED VEHICLE,289,3.07138889,11.08777778,3209 ALAN LN,2024,1,{7E89DD56-1AB0-447B-8EF7-3F526184069C},,,HNAM,2025/03/19 20:12:07+00
502207.076354671,674657.112696506,C00163186,2024/04/23,NUISANCE,OPEN,Lien Filed,11 06 23 1 022 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,290,1.36777778,11.10638889,2335 AJAX ST,2024,4,{5EAB749D-54F3-46B5-BBAD-4C9E0009EBE4},,,HNAM,2025/03/19 20:12:07+00
489172.048619002,676807.091008089,C00138987,2022/08/04,NUISANCE,CLOSED,NA,11 05 16 3 004 020.000,DISTRICT 4,MONTGOMERY,AL,36108,,291,3.07222222,11.08777778,3221 ALAN LN,2022,8,{88AA879D-2606-44A0-9A59-DB937C001067},,,HNAM,2025/03/19 20:12:07+00
489260.622588836,676973.337722845,C00157452,2023/09/29,NUISANCE,CLOSED,NA,11 05 16 3 004 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,292,3.06944444,11.08777778,3216 ALAN LN,2023,9,{65EE2DBA-89D0-481C-8148-CB62B5ADC119},,,HNAM,2025/03/19 20:12:07+00
489260.622588836,676973.337722845,C00123158,2021/07/30,NUISANCE,CLOSED,NA,11 05 16 3 004 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,293,3.06944444,11.08777778,3216 ALAN LN,2021,7,{C30A4643-340C-4DAA-8596-1E702EEC77E1},,,HNAM,2025/03/19 20:12:07+00
489079.118030585,676929.620290592,C00168465,2024/07/26,NUISANCE,CLOSED,NA,11 05 16 3 004 017.000,DISTRICT 4,MONTGOMERY,AL,36108,TRUCK ON JACKS,294,3.07138889,11.08777778,3209 ALAN LN,2024,7,{A975DE2A-85CC-462B-92D6-D2B571336554},,,HNAM,2025/03/19 20:12:07+00
489172.048619002,676807.091008089,C00134775,2022/05/26,NUISANCE,OPEN,NA,11 05 16 3 004 020.000,DISTRICT 4,MONTGOMERY,AL,36108,,295,3.07222222,11.08777778,3221 ALAN LN,2022,5,{6CD0C531-E1D6-41B0-97B3-2AB3357C5DF7},,,HNAM,2025/03/19 20:12:07+00
489172.048619002,676807.091008089,C00157458,2023/09/29,NUISANCE,CLOSED,NA,11 05 16 3 004 020.000,DISTRICT 4,MONTGOMERY,AL,36108,,296,3.07222222,11.08777778,3221 ALAN LN,2023,9,{CBD1D078-3384-468F-A5E1-053A811319B2},,,HNAM,2025/03/19 20:12:07+00
522482.342562586,675912.706970096,C00171312,2024/10/08,NUISANCE,CLOSED,NA,10 05 21 2 011 016.000,DISTRICT 7,MONTGOMERY,AL,36107,,297,2.18777778,10.08916667,2726 ALBEMARLE RD,2024,10,{1AC3BBCA-B1C2-4229-99DE-9375CC4F1C74},,,HNAM,2025/03/19 20:12:07+00
522482.342562586,675912.706970096,C00172458,2024/12/06,NUISANCE,CLOSED,NA,10 05 21 2 011 016.000,DISTRICT 7,MONTGOMERY,AL,36107,,298,2.18777778,10.08916667,2726 ALBEMARLE RD,2024,12,{5C9BC515-0256-4DD8-94BA-CDF626249358},,,HNAM,2025/03/19 20:12:07+00
523802.998057753,657021.653216846,C00120903,2021/06/25,NUISANCE,CLOSED,NA,15 02 04 4 008 029.000,DISTRICT 6,MONTGOMERY,AL,36116,"ALL LITTER, JUNK, TRASH AND DEBRIS IN DRIVEWAY AND REAR OF PROPERTY MUST BE REMOVED",299,4.14138889,15.03444444,412 ADLER DR,2021,6,{B161A4F4-7C43-468F-B4EC-91B7F3D3C983},,,HNAM,2025/03/19 20:12:07+00
522482.342562586,675912.706970096,C00127219,2021/10/28,NUISANCE,CLOSED,Lien Released,10 05 21 2 011 016.000,DISTRICT 7,MONTGOMERY,AL,36107,"ALL OF TREE TRUNK, TREE LIMBS, AND OTHER DEBRIS FROM TREE THAT WAS CUT DOWN AND PLACED ADJACENT RIGHT-OF-WAY AND DRAINAGE DITCH MUST BE REMOVED",300,2.18777778,10.08916667,2726 ALBEMARLE RD,2021,10,{32918B24-AA7E-4972-98DC-1A4469A87455},,,HNAM,2025/03/19 20:12:07+00
516102.880584005,667565.762049839,C00120983,2021/06/28,NUISANCE,CLOSED,NA,10 09 29 3 008 027.000,DISTRICT 7,MONTGOMERY,AL,36111,,301,3.14083333,10.15805556,1385 ADRIAN LN,2021,6,{F7CB4D09-3E3A-468C-A971-DBC6B04BCA15},,,HNAM,2025/03/19 20:12:07+00
516102.880584005,667565.762049839,C00117731,2021/04/29,NUISANCE,CLOSED,NA,10 09 29 3 008 027.000,DISTRICT 7,MONTGOMERY,AL,36111,,302,3.14083333,10.15805556,1385 ADRIAN LN,2021,4,{0EE609A9-D318-4187-8BDA-FEE091CE84BF},,,HNAM,2025/03/19 20:12:07+00
516327.867666837,667569.440192096,C00116132,2021/04/12,NUISANCE,CLOSED,NA,10 09 29 3 008 030.000,DISTRICT 7,MONTGOMERY,AL,36111,,303,3.14166667,10.15805556,1397 ADRIAN LN,2021,4,{210A0155-743D-44EA-8821-FCF8E9745CBC},,,HNAM,2025/03/19 20:12:07+00
515210.459468588,667551.966801845,C00152405,2023/07/14,NUISANCE,CLOSED,NA,10 09 29 3 008 014.000,DISTRICT 7,MONTGOMERY,AL,36111,,304,3.13722222,10.15805556,1313 ADRIAN LN,2023,7,{541C56F0-4154-4363-983F-3AF78C833ED5},,,HNAM,2025/03/19 20:12:07+00
507290.080296256,677312.160864092,C00169458,2024/08/13,NUISANCE,CLOSED,NA,11 06 13 4 014 035.000,DISTRICT 7,MONTGOMERY,AL,36104,,306,4.24305556,11.10361111,1253 AARON ST,2024,8,{9F459258-C6DF-4580-9DCB-6D186EA7AC5A},,,HNAM,2025/03/19 20:12:07+00
526740.027288672,671432.862583339,C00118402,2021/05/12,NUISANCE,CLOSED,NA,10 05 22 3 019 011.000,DISTRICT 5,MONTGOMERY,AL,36106,,307,3.31972222,10.08944444,2509 AIMEE DR,2021,5,{D8F370D3-8361-4859-88FD-AC556420D8E5},,,HNAM,2025/03/19 20:12:07+00
526740.027288672,671432.862583339,C00114701,2021/03/22,NUISANCE,OPEN,NA,10 05 22 3 019 011.000,DISTRICT 5,MONTGOMERY,AL,36106,THE FENCE AROUND THE POOL MUST BE REPLACED-POOL WATER MUST BE CIRCULATING OR THE POOL MUST BE COVERED,308,3.31972222,10.08944444,2509 AIMEE DR,2021,3,{AE4DFFCD-FD35-4D24-B2B5-F8E66D8BF99F},,,HNAM,2025/03/19 20:12:07+00
507135.202981338,677266.52611284,C00126787,2021/10/14,NUISANCE,OPEN,Lien Filed,11 06 13 4 014 022.000,DISTRICT 7,MONTGOMERY,AL,36104,,309,4.23944444,11.10361111,1264 AARON ST,2021,10,{B6D69827-7AA6-4C93-89ED-7CD72FA1859E},,,HNAM,2025/03/19 20:12:07+00
507135.202981338,677266.52611284,C00129535,2022/02/25,DEMOLITION,CLOSED,NA,11 06 13 4 014 022.000,DISTRICT 7,MONTGOMERY,AL,36104,,310,4.23944444,11.10361111,1264 AARON ST,2022,2,{5511B831-87F4-48DD-BB90-EA0BEB74BE39},,,HNAM,2025/03/19 20:12:07+00
507142.936233588,676070.645302512,C00127613,2021/11/17,NUISANCE,CLOSED,NA,11 06 24 1 007 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,311,1.11694444,11.10666667,1614 AARON ST,2021,11,{0AD6FE6C-EBD8-4F6B-B909-FAD31C9F1B64},,,HNAM,2025/03/19 20:12:07+00
507142.936233588,676070.645302512,C00115773,2021/04/07,NUISANCE,CLOSED,NA,11 06 24 1 007 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,312,1.11694444,11.10666667,1614 AARON ST,2021,4,{5E9D1D3E-32E3-4C1F-9E9E-659FA22764D3},,,HNAM,2025/03/19 20:12:07+00
506180.637633253,678272.597919591,C00144138,2023/01/19,NUISANCE,CLOSED,NA,11 06 13 3 012 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,313,3.20083333,11.10361111,1001 ADELINE ST,2023,1,{F26EBA3B-4C23-478B-A35C-0B6DF1E085F2},,,HNAM,2025/03/19 20:12:07+00
507142.936233588,676070.645302512,C00145152,2023/03/14,NUISANCE,CLOSED,NA,11 06 24 1 007 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,314,1.11694444,11.10666667,1614 AARON ST,2023,3,{37B4DF08-FD4B-418E-9C80-10CB30DE3503},,,HNAM,2025/03/19 20:12:07+00
506180.637633253,678272.597919591,C00144141,2023/01/19,NUISANCE,CLOSED,NA,11 06 13 3 012 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,315,3.20083333,11.10361111,1001 ADELINE ST,2023,1,{BFF5E4DF-23A6-4851-9FBE-2C5509B844E5},,,HNAM,2025/03/19 20:12:07+00
506180.637633253,678272.597919591,C00133408,2022/05/05,NUISANCE,CLOSED,NA,11 06 13 3 012 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,316,3.20083333,11.10361111,1001 ADELINE ST,2022,5,{84A216DC-4DFB-40E7-B3CB-756E41E72D2D},,,HNAM,2025/03/19 20:12:07+00
506180.637633253,678272.597919591,C00153989,2023/07/31,NUISANCE,CLOSED,NA,11 06 13 3 012 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,317,3.20083333,11.10361111,1001 ADELINE ST,2023,7,{97A1FBCB-002D-48BE-9EA3-37EF675BDB9F},,,HNAM,2025/03/19 20:12:07+00
506180.637633253,678272.597919591,C00151810,2023/07/10,NUISANCE,CLOSED,NA,11 06 13 3 012 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,318,3.20083333,11.10361111,1001 ADELINE ST,2023,7,{D5E5D61E-C8CB-4A96-B3E5-9CE344169399},,,HNAM,2025/03/19 20:12:07+00
506180.637633253,678272.597919591,C00125230,2021/09/08,NUISANCE,CLOSED,NA,11 06 13 3 012 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,319,3.20083333,11.10361111,1001 ADELINE ST,2021,9,{EB7CCA20-5793-4BA2-8BBC-4C8EBF903C78},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00151808,2023/07/10,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,320,3.20138889,11.10361111,1009 ADELINE ST,2023,7,{D3877ABF-2C83-4C80-A32B-191D46763F41},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00150860,2023/06/16,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,TREE HAS FALLEN ON THE FENCE LINE AND IN THE BACK YARD OF 1013 ADELINE ST,321,3.20138889,11.10361111,1009 ADELINE ST,2023,6,{D554F994-A09F-4BFC-8A06-92131A12A696},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00153991,2023/07/31,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,322,3.20138889,11.10361111,1009 ADELINE ST,2023,7,{8B9AF884-1F8D-4F83-B343-0F6CD05965FC},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00150817,2023/06/15,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,323,3.20138889,11.10361111,1009 ADELINE ST,2023,6,{F25A5ADF-AC2E-4B03-8D05-BB3C707D5AFF},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00154124,2023/08/02,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,324,3.20138889,11.10361111,1009 ADELINE ST,2023,8,{9D04082D-A700-40E2-9303-2B52F34F9661},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00157177,2023/09/22,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,325,3.20138889,11.10361111,1009 ADELINE ST,2023,9,{8A30ED70-B5CC-4BDD-9D24-1F57E3CE1576},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00155947,2023/08/29,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,326,3.20138889,11.10361111,1009 ADELINE ST,2023,8,{A33DCE88-B519-45C9-89FE-01E200F04268},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00155019,2023/08/14,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,327,3.20138889,11.10361111,1009 ADELINE ST,2023,8,{EE9B9A98-F098-472F-9EB1-3AFFCD346ACE},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00160413,2024/03/07,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,328,3.20138889,11.10361111,1009 ADELINE ST,2024,3,{0E3257CD-9A9D-4C1F-A844-B559F2F994B1},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00160431,2024/03/08,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,329,3.20138889,11.10361111,1009 ADELINE ST,2024,3,{F7A61A07-71A6-4D89-B88F-5AE1A5274146},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00164565,2024/05/21,NUISANCE,OPEN,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,330,3.20138889,11.10361111,1009 ADELINE ST,2024,5,{22CCFB6F-A5AE-4791-85F5-F8AA48C38061},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00164668,2024/05/22,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,331,3.20138889,11.10361111,1009 ADELINE ST,2024,5,{76A8E132-7CDA-42A7-9DAB-8A66CEBE998C},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00160436,2024/03/08,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,332,3.20138889,11.10361111,1009 ADELINE ST,2024,3,{D0F704DB-6BDB-4D3A-B125-871DBA316210},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00170294,2024/08/30,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,333,3.20138889,11.10361111,1009 ADELINE ST,2024,8,{DA1BA179-7E71-4F1E-804B-465A3EDBBE84},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00125232,2021/09/08,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,334,3.20138889,11.10361111,1009 ADELINE ST,2021,9,{AB8BDD0A-DC7A-4BF7-8264-BF3B0385D0FC},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00123731,2021/08/11,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,335,3.20138889,11.10361111,1009 ADELINE ST,2021,8,{6D74730B-49B4-4BE1-9BE4-08768200CCCE},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00167409,2024/07/11,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,336,3.20138889,11.10361111,1009 ADELINE ST,2024,7,{72E6A1BA-513C-47EE-8C8E-45D34AC00816},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00133406,2022/05/05,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,337,3.20138889,11.10361111,1009 ADELINE ST,2022,5,{8AA52E2B-8FA4-4402-BA0F-8F91E0FA888C},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00127394,2021/11/09,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,338,3.20138889,11.10361111,1009 ADELINE ST,2021,11,{678E99A7-9543-480D-999D-3F17D405A1E0},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00132360,2022/04/25,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,339,3.20138889,11.10361111,1009 ADELINE ST,2022,4,{4F1BCA8A-CDE4-4B9D-8450-7E118377B676},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00118596,2021/05/14,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,340,3.20138889,11.10361111,1009 ADELINE ST,2021,5,{03B2E653-4269-486A-AEB4-B6B037CE1F7A},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00139895,2022/08/18,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,341,3.20138889,11.10361111,1009 ADELINE ST,2022,8,{1A1B32C1-256A-4B4F-98F5-530B0D070D7B},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00137452,2022/07/13,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,342,3.20138889,11.10361111,1009 ADELINE ST,2022,7,{6AFE3B68-8F84-438D-A871-974B3CC17565},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00136502,2022/06/24,NUISANCE,OPEN,Lien Filed,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,343,3.20138889,11.10361111,1009 ADELINE ST,2022,6,{3B32DA58-372C-4B83-8F4C-E7D8B6866F58},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00137451,2022/07/13,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,344,3.20138889,11.10361111,1009 ADELINE ST,2022,7,{4BF2B4D2-515B-4C39-976E-A90996EAF616},,,HNAM,2025/03/19 20:12:07+00
502364.296512671,674648.654380091,C00163183,2024/04/23,NUISANCE,CLOSED,NA,11 06 23 1 022 002.000,DISTRICT 4,MONTGOMERY,AL,36108,,346,1.36722222,11.10638889,2309 AJAX ST,2024,4,{C2BFF88F-7019-403A-8B65-C777A4FACD23},,,HNAM,2025/03/19 20:12:07+00
506181.156989172,678192.599391922,C00137517,2022/07/14,NUISANCE,CLOSED,NA,11 06 13 3 012 005.000,DISTRICT 7,MONTGOMERY,AL,36108,,347,3.20138889,11.10361111,1009 ADELINE ST,2022,7,{274D2DDE-F95B-47C5-B14F-91F2B4C56C0E},,,HNAM,2025/03/19 20:12:07+00
502289.29666267,674648.352871507,C00163184,2024/04/23,NUISANCE,OPEN,NA,11 06 23 1 022 003.000,DISTRICT 4,MONTGOMERY,AL,36108,,348,1.3675,11.10638889,2319 AJAX ST,2024,4,{0392464F-F517-4961-8862-518ABC6A6DCB},,,HNAM,2025/03/19 20:12:07+00
511203.71879442,682169.41755376,C00136396,2022/06/22,NUISANCE,CLOSED,NA,10 03 07 3 304 032.000,DISTRICT 3,MONTGOMERY,AL,36104,,349,8.07555556,10.05194444,425 ALABAMA ST,2022,6,{305CE2D6-D908-4018-97F6-923E59F77602},,,HNAM,2025/03/19 20:12:07+00
502238.523798335,674843.152678758,C00163185,2024/04/23,NUISANCE,OPEN,NA,11 06 23 1 021 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,350,1.35277778,11.10638889,2336 AJAX ST,2024,4,{4FA84349-D123-485D-899E-FECC2E129257},,,HNAM,2025/03/19 20:12:07+00
502238.523798335,674843.152678758,C00146120,2023/04/05,NUISANCE,CLOSED,NA,11 06 23 1 021 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,351,1.35277778,11.10638889,2336 AJAX ST,2023,4,{F6CB4844-6E99-4B10-8ACF-1D3F19ED7F5E},,,HNAM,2025/03/19 20:12:07+00
489354.78808292,676856.578113839,C00123156,2021/07/30,NUISANCE,CLOSED,NA,11 05 16 3 004 007.000,DISTRICT 4,MONTGOMERY,AL,36108,,353,3.06861111,11.08777778,3228 ALAN LN,2021,7,{0EFFCB39-7FBB-4F8A-BCC4-4E6F05057AD0},,,HNAM,2025/03/19 20:12:07+00
489448.952920835,676739.817520596,C00157446,2023/09/29,NUISANCE,CLOSED,NA,11 05 16 3 004 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,354,3.06777778,11.08777778,3240 ALAN LN,2023,9,{F59225F5-D9E9-4E0F-9A2C-1F60C1FB9520},,,HNAM,2025/03/19 20:12:07+00
489354.78808292,676856.578113839,C00157449,2023/09/29,NUISANCE,CLOSED,NA,11 05 16 3 004 007.000,DISTRICT 4,MONTGOMERY,AL,36108,,355,3.06861111,11.08777778,3228 ALAN LN,2023,9,{662D2DF9-D4A1-402D-9A3C-BDCBE82A6BB7},,,HNAM,2025/03/19 20:12:07+00
489354.78808292,676856.578113839,C00168450,2024/07/26,NUISANCE,CLOSED,NA,11 05 16 3 004 007.000,DISTRICT 4,MONTGOMERY,AL,36108,,356,3.06861111,11.08777778,3228 ALAN LN,2024,7,{16806856-BA41-49EA-8A83-CEDE0834777F},,,HNAM,2025/03/19 20:12:07+00
489448.952920835,676739.817520596,C00138982,2022/08/04,NUISANCE,CLOSED,NA,11 05 16 3 004 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,357,3.06777778,11.08777778,3240 ALAN LN,2022,8,{11650F92-CB7C-48C0-A376-1F31D0AEDDA5},,,HNAM,2025/03/19 20:12:07+00
522103.512939669,675956.693102591,C00144647,2023/02/17,NUISANCE,CLOSED,NA,10 05 21 2 013 008.000,DISTRICT 7,MONTGOMERY,AL,36107,"FRONT YARD, CURB AND THE STREET",358,2.21888889,10.08916667,2707 ALBEMARLE RD,2023,2,{534F3585-F420-40FC-BBF3-0E05DDFD56CF},,,HNAM,2025/03/19 20:12:07+00
502834.545572169,674658.929622009,C00136351,2022/06/22,NUISANCE,CLOSED,NA,11 06 23 1 023 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,359,1.38444444,11.10638889,2225 AJAX ST,2022,6,{263A3CE3-2DC6-4819-97B7-709FEF8FF078},,,HNAM,2025/03/19 20:12:07+00
502643.667345002,674801.450006261,C00166546,2024/06/26,NUISANCE,OPEN,NA,11 06 23 1 020 014.000,DISTRICT 4,MONTGOMERY,AL,36108,,361,1.33722222,11.10638889,2252 AJAX ST,2024,6,{A71A8E59-E11D-4974-9B9D-20EB7FD85B8A},,,HNAM,2025/03/19 20:12:07+00
502531.777148835,674653.767558843,C00164000,2024/05/08,NUISANCE,OPEN,Lien Filed,11 06 23 1 023 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,363,1.38611111,11.10638889,2267 AJAX ST,2024,5,{25AEC8C5-DC40-4FC0-9DBA-A2A116B263BE},,,HNAM,2025/03/19 20:12:07+00
502531.777148835,674653.767558843,C00136350,2022/06/22,NUISANCE,CLOSED,NA,11 06 23 1 023 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,364,1.38611111,11.10638889,2267 AJAX ST,2022,6,{6BE22E05-B8B9-4128-AAFF-D99E512CC928},,,HNAM,2025/03/19 20:12:07+00
502531.777148835,674653.767558843,C00145516,2023/03/22,NUISANCE,OPEN,NA,11 06 23 1 023 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,365,1.38611111,11.10638889,2267 AJAX ST,2023,3,{1B2B0FD3-1244-4203-8047-C9C4950A96E9},,,HNAM,2025/03/19 20:12:07+00
502531.777148835,674653.767558843,C00121930,2021/07/12,NUISANCE,OPEN,Lien Filed,11 06 23 1 023 010.000,DISTRICT 4,MONTGOMERY,AL,36108,,366,1.38611111,11.10638889,2267 AJAX ST,2021,7,{48026691-FC55-421D-8FC2-2A8CC4B9C34B},,,HNAM,2025/03/19 20:12:07+00
