OBJECTID,OffenseNo,Location,Remark,ParcelNo,Type,Date,District,GlobalID,created_user,created_date,last_edited_user,last_edited_date,HearingDate
3456,C00177565,641 EARLY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 001 004.000,NUISANCE,1747699200000,7,{809D9E62-CCD5-4DB7-8019-94236E44E6EA},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3457,C00177572,2305 MILL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 021 002.000,NUISANCE,1747699200000,4,{C651021A-5CA6-4FF0-871D-FED1EBFDC13C},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3458,C00177590,944 THOMAS CT,"Auto Parts, Bldg. Material, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 007 007.000,NUISANCE,1747699200000,4,{CB7DCF2D-072C-46C0-AC2A-0A7CD3FB091E},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3459,C00177600,339 DAMAN DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 03 4 013 026.000,NUISANCE,1747699200000,4,{B998E909-E7D8-44C5-A8C7-C0D65BDFCF92},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3460,C00177605,420 AIR BASE BLVD,"Debris, Graffiti, Litter, Junk, Trash, Overgrown Grass, Weeds",11 05 15 1 004 007.000,NUISANCE,1747699200000,4,{A5C0BDE7-12C2-4752-958B-DC229680E8BB},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3461,C00177609,663 AIR BASE BLVD,"Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",11 05 15 4 006 002.000,NUISANCE,1747699200000,4,{27A15783-BA30-4C30-B785-4887D4D48AA6},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3462,C00177744,5441 WEST SHADES VALLEY DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 10 1 004 030.000,NUISANCE,1747699200000,4,{B779D5AE-B142-424C-9084-02CE489A2ADF},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3463,C00177837,1246 MOBILE RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 019 022.000,NUISANCE,1747699200000,4,{DA442E42-3387-4D39-BDFE-767626053030},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3464,C00178017,3844 CRESTA CIR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 27 3 001 028.000,NUISANCE,1747699200000,4,{07AE0D4F-4D1D-4E12-8779-D6A1D847ED60},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3465,C00178118,159 JEFFREY DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 03 4 003 026.000,NUISANCE,1747699200000,4,{80620649-8FB0-4652-86B6-21B79C82144C},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3466,C00178119,1800 HILL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 020 022.000,NUISANCE,1747699200000,4,{E65C1FBB-3FAA-416D-A0CC-FAD01E1B5921},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3467,C00178135,3417 SUWANEE DR,"Debris, Junk Vehicles, Litter, Junk, Trash",11 06 23 4 011 029.000,NUISANCE,1747699200000,4,{81AF2BE0-2855-4406-83A3-69534B587D18},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3468,C00178140,236 SOUTHLAWN DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 03 4 004 012.000,NUISANCE,1747699200000,4,{A6913D92-5AC8-483B-BC40-2CD87DB00BEA},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3469,C00178188,WESTGATE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 26 2 005 044.000,NUISANCE,1747699200000,4,{BD54EE36-8692-4BCD-88A9-CA63C513F7D9},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3470,C00178250,HILL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 020 005.000,NUISANCE,1747699200000,4,{99780A64-98B5-4B28-86C9-BF33F76BDDB2},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3471,C00175916,714 KEYSTONE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 05 15 1 014 006.000,NUISANCE,1746489600000,4,{537488CC-E16D-488A-96BC-6F7528E80336},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3472,C00175924,3303 BOONE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 010 001.000,NUISANCE,1746489600000,4,{1147F9A7-2628-44D6-B8B1-66FD8FDF8AD9},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3473,C00175932,1357 BRAGG ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 004 011.000,NUISANCE,1746489600000,4,{E80D97CB-B61F-46E8-B4F3-DC9CBE2A58AC},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3474,C00175974,2028 DOROTHY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 001 017.000,NUISANCE,1746489600000,4,{E8FA571B-4825-4486-8561-7E71626125F5},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3475,C00175975,2016 DOROTHY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 001 019.000,NUISANCE,1746489600000,4,{94CA174A-3F8E-46F3-A0E1-E5A039D5F1C9},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3476,C00175976,DOROTHY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 001 018.000,NUISANCE,1746489600000,4,{AF15D59C-DB63-483F-9E2D-8E2C546FBA1C},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3477,C00176053,360 GREEN LEAF DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 03 4 013 001.000,NUISANCE,1746489600000,4,{2A1A722C-2B6E-4C36-B2FB-142073D57B2B},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3478,C00176088,125 BITFORD WAY,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",14 02 03 1 007 019.000,NUISANCE,1746489600000,4,{3CD17423-3CB3-4AF6-B1E5-87339E775AA4},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3479,C00176092,1302 ROSA L PARKS AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 001 001.000,NUISANCE,1746489600000,7,{3D9C9165-DDF7-4E45-9CBD-17566A4736B6},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3480,C00177286,4117 LONE OAK DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 27 3 002 006.000,NUISANCE,1747699200000,4,{7468687F-1380-4409-9AF9-D5850A8F9716},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3481,C00176184,305 BURGE CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 05 15 2 003 001.000,NUISANCE,1746489600000,4,{CC29AFBD-DD6C-482F-8579-12CE264A7540},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3482,C00176185,2267 AJAX ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 023 010.000,NUISANCE,1746489600000,4,{915BC44F-9461-4B16-A064-3B571360BDA3},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3483,C00176186,2268 AJAX ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 020 012.000,NUISANCE,1746489600000,4,{0B6B63A5-05B1-4050-8942-6AAC8D6F911B},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3484,C00176187,2274 AJAX ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 020 011.000,NUISANCE,1746489600000,4,{593CB32C-8228-415A-8857-E0FF012FC516},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3485,C00177284,4109 LONE OAK DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 27 3 002 004.000,NUISANCE,1747699200000,4,{A0E03DA9-7A24-4570-8E0A-2654A99EE867},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3486,C00176188,2308 AJAX ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 021 013.000,NUISANCE,1746489600000,4,{007E7363-4934-405A-A09F-EA7F9A630995},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3487,C00177159,4136 LONE OAK DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 27 3 003 019.000,NUISANCE,1747699200000,4,{B3554725-2A89-4332-B0D4-CEBD4DB8B441},HNAM,1748355780000,HNAM,1769178803000,2025/05/20
3488,C00176189,2309 AJAX ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 022 002.000,NUISANCE,1746489600000,4,{D5991346-1519-44B4-A416-6127E253ECEB},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3489,C00176149,2062 EARLY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 017 064.000,NUISANCE,1746489600000,4,{BDFDA5B5-2BBB-4F81-8166-E59F12D922AF},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3490,C00176152,1936 ROSA L PARKS AV,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 012 001.002,NUISANCE,1746489600000,7,{130CF137-D2A3-4ADD-9EB8-E082FFD541A3},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3491,C00176176,2244 AJAX ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 020 015.000,NUISANCE,1746489600000,4,{7BE41A41-4675-4258-A5B0-4A986173A0B2},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3492,C00176220,3034 FAIRWEST PL,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 002 010.000,NUISANCE,1746489600000,4,{D49EA239-4925-4015-A14A-99C6DDBC01E2},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3493,C00176222,FAIRWEST PL,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 001 010.000,NUISANCE,1746489600000,4,{36F48350-0CEF-4B8D-9306-381AD25DC980},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3494,C00176253,1374 BRAGG ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 005 016.001,NUISANCE,1746489600000,4,{106DFC52-BF27-4596-838F-63B363B8F89B},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3495,C00176132,4104 PIEDMONT DR,"Auto Parts, Bldg. Material, Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Tires, Weeds",14 03 05 2 001 014.000,NUISANCE,1746489600000,4,{BF00DB45-98F8-4794-8882-85447BE70505},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3496,C00176272,2077 CHAPPELL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 010 002.000,NUISANCE,1746489600000,4,{FE9E361B-9788-47D8-BC18-74EA904382AA},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3497,C00176270,2201 WEST FRED D GRAY AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 002 001.000,NUISANCE,1746489600000,4,{23AEDC91-778F-4A20-B320-75BE9EE1A846},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3498,C00176302,2008 POTOMAC AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 3 003 008.000,NUISANCE,1746489600000,4,{325443DE-C0BB-47E8-A12B-D49CF2A7D1B2},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3499,C00176303,3217 SANTEE DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 015 017.000,NUISANCE,1746489600000,4,{ED64487C-33F5-4A4C-9CE3-15C71A42A412},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3500,C00176308,315 LINDA LN,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 03 4 005 018.000,NUISANCE,1746489600000,4,{D34A832E-E24E-41EF-A8D4-1CFE942C074A},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3501,C00176343,681 EMERSON ST,"Bldg. Material, Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 3 010 016.000,NUISANCE,1746489600000,7,{B06AA4C6-5A13-4089-8839-6F494C0D4133},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3502,C00176345,651 EMERSON ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 3 010 010.000,NUISANCE,1746489600000,7,{0682AB05-A3A5-42BF-B22D-803CBD5D8CBD},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3503,C00176352,664 MILL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 3 012 013.000,NUISANCE,1746489600000,7,{BE4135A7-52EE-435F-8078-654EB73A5C75},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3504,C00176350,672 MILL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 3 012 011.000,NUISANCE,1746489600000,7,{5DAA18C1-9BF3-4D88-841C-AB8E0A7B57F2},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3505,C00176487,2230 EARLY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 029 011.000,NUISANCE,1746489600000,4,{5B8AE83C-F5DD-4CCE-8150-0F41E132768B},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3506,C00176790,911 GARLAND DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 006 003.000,NUISANCE,1746489600000,4,{9C1DCCE1-997A-4386-8DA8-3AE2B398B9C5},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3507,C00176795,1367 BRAGG ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 004 013.000,NUISANCE,1746489600000,4,{CAC09B1C-5699-418D-A7F4-A6694E6DA146},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3508,C00176800,2054 CHAPPELL ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 4 011 003.000,NUISANCE,1746489600000,4,{1035A41C-C921-40CD-9126-EE5BDFBC867F},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3509,C00176814,321 SOUTHLAWN DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",14 02 03 4 001 011.000,NUISANCE,1746489600000,4,{809913D7-5514-4447-906E-7822DF04444F},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3510,C00176838,720 HUGH ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 1 019 025.000,NUISANCE,1746489600000,4,{8C7DEC64-60B2-49FD-B182-0EA4FD99E7B4},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3511,C00176839,3349 MOBILE DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 005 015.000,NUISANCE,1746489600000,4,{C497F449-88BD-4F5F-99BA-60F253A4CF69},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3512,C00176840,1577 OAKLAND ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 028 026.000,NUISANCE,1746489600000,4,{97B76550-204B-48A0-90C6-D3736033C003},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3513,C00176841,1574 OAKLAND ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 004 031.000,NUISANCE,1746489600000,4,{77F5335B-AABF-4521-9682-3B7E0FFBF609},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3514,C00176842,2175 EARLY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 002 010.000,NUISANCE,1746489600000,4,{A3F07811-E047-4B24-BE21-43160E0AE68D},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3515,C00176917,742 ALEXANDER ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 024 018.000,NUISANCE,1746489600000,7,{6D4D94A1-A554-44D0-A245-2373A0D0AED2},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3516,C00176843,HARMONY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 28 1 003 011.000,NUISANCE,1746489600000,4,{34D3C8FC-8FB7-475A-BEF2-12CF075D4CE4},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3517,C00176918,735 ALEXANDER ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 023 008.000,NUISANCE,1746489600000,7,{971D911F-81B9-4194-80E5-A1E198EE1E3D},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3518,C00176919,726 ALEXANDER ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 024 021.000,NUISANCE,1746489600000,7,{E4D5745A-9422-44C0-9DD3-782946413075},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3519,C00176922,1543 SIERRA ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 020 010.000,NUISANCE,1746489600000,4,{6E0EECB7-0FE5-4351-A2C6-FB91372EC2BD},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3520,C00176940,884 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 021 014.000,NUISANCE,1746489600000,4,{2C22267D-1D17-4399-BAFF-C1E562023BEC},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3521,C00176941,886 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 021 013.000,NUISANCE,1746489600000,4,{613A9286-3F2A-429E-8804-CA57B5B71545},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3522,C00176942,888 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 021 012.000,NUISANCE,1746489600000,4,{4DE937F4-FE36-4D46-9FAF-1F1199C8A42C},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3523,C00176943,896 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 021 011.000,NUISANCE,1746489600000,4,{470EF27D-8B23-4598-8531-5130512ECBDA},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3524,C00176945,889 ERSKINE ST A,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 022 006.000,NUISANCE,1746489600000,4,{0D465514-A015-46CB-8437-7B1A89FEA409},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3525,C00176944,889 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 022 005.000,NUISANCE,1746489600000,4,{EE53EE23-9F79-4CB5-B6A6-2E4ACF5C4872},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3526,C00176947,899 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 022 009.000,NUISANCE,1746489600000,4,{00648C6F-8B77-41A5-89F9-E2C0994911E9},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3527,C00176948,1581 SIERRA ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 020 016.000,NUISANCE,1746489600000,4,{9243DF35-3601-4A9E-A4E3-6995D6C992C0},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3528,C00176949,1563 OAKLAND ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 028 024.000,NUISANCE,1746489600000,4,{7587FD00-DEC5-4905-A0C4-A491ABAD9BD0},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3529,C00176951,3331 MCELVY ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 018 009.000,NUISANCE,1746489600000,4,{481CEAEE-9F62-4ECC-8A28-4C0F0A82657F},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3530,C00176954,3343 LUNCEFORD ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 017 011.000,NUISANCE,1746489600000,4,{D9B618AF-4760-413B-B32F-FEB6A7A78EC3},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3531,C00176912,873 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 022 002.000,NUISANCE,1746489600000,4,{D8D05063-6151-455D-B731-ED558B3ED720},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3532,C00176928,3302 LOVELESS CUR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 013 001.000,NUISANCE,1746489600000,4,{03496478-AC36-46A9-840C-C2FB3148D20E},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3533,C00176929,3317 LOVELESS CUR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 012 006.000,NUISANCE,1746489600000,4,{945A80B8-10E0-43C8-9E66-83088C0FE972},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3534,C00176933,923 ALMA DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 14 3 008 003.000,NUISANCE,1746489600000,4,{8B5FEE2E-A946-4BE0-BC33-5ED6DD6C8B36},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3535,C00177050,2710 RUTLAND ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 001 021.000,NUISANCE,1746489600000,4,{53C240FE-405C-4E30-9F84-B1FC6E112778},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3536,C00177052,3354 LOVELESS CUR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 013 021.000,NUISANCE,1746489600000,4,{296D7222-8D4C-49B2-AEF4-01A1087973E4},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3537,C00177053,3354 ROUNDTREE RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 012 041.000,NUISANCE,1746489600000,4,{16EB9EDE-E6AB-4E9C-9BB8-25D65BA2D2F1},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3538,C00177055,3364 WEST TUSKEGEE CIR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 3 011 025.000,NUISANCE,1746489600000,4,{BF3E06CE-7415-4F7F-8542-40E16153061A},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3539,C00177057,3359 EAST TUSKEGEE CIR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 003 019.000,NUISANCE,1746489600000,4,{F06D9542-8600-4488-9BC7-B506E9D40BB7},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3540,C00177058,3344 EAST TUSKEGEE CIR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 005 026.000,NUISANCE,1746489600000,4,{90D37A23-9F6E-4E61-992B-F1B5D1237107},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3541,C00177059,3311 EAST TUSKEGEE CIR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 003 007.000,NUISANCE,1746489600000,4,{873E2B99-DE6E-4C59-B8EB-D470726A5D1E},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3542,C00177082,ESTATE AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 27 3 003 002.000,NUISANCE,1746489600000,4,{7F916754-0E0C-4B68-A775-7CCD85F6AD83},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3543,C00177088,739 STEPHENS ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 025 009.000,NUISANCE,1746489600000,7,{6F97E1B1-B8F5-4A29-815D-E9347BC9AE15},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3544,C00177119,3321 MOBILE HWY,"Bldg. Material, Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 26 2 005 044.002,NUISANCE,1746489600000,4,{AE1832CC-A18C-4667-9D57-68E3B63CFFB0},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3545,C00177120,ESTATE AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 08 27 3 001 004.000,NUISANCE,1746489600000,4,{BEF3DD0C-FC15-4FD1-9781-BB7C8CB9EB1C},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3546,C00177001,2525 WEST EDGEMONT AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 4 009 016.000,NUISANCE,1746489600000,4,{5BAEDDC1-2C2B-4949-91E3-78EF0FF4FADA},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3547,C00177141,1001 DRUID HILLS DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 32 2 004 014.000,NUISANCE,1746489600000,7,{0C829745-5274-4D42-AE45-A9990C4E80FD},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3548,C00177127,19 HOUSER ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 020 013.000,NUISANCE,1746489600000,3,{ACB3AE9D-3C7D-4310-A5F3-54BE743CA9CE},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3549,C00177128,45 HOUSER ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 019 006.000,NUISANCE,1746489600000,3,{7B599500-BADE-4459-9F73-0ACA2C852426},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3550,C00177129,47 HOUSER ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 019 007.000,NUISANCE,1746489600000,3,{18001036-20D0-49F9-A872-2E26CB1C3B13},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3551,C00177130,49 HOUSER ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 019 014.000,NUISANCE,1746489600000,3,{F21F43FA-C546-4DD4-BCE9-84A881AC667F},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3552,C00177131,20 HOUSER ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 019 009.000,NUISANCE,1746489600000,3,{FD4CF616-2A82-4C80-B8AD-3D7A0D523724},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3553,C00177132,232 BROADWAY ST,"Debris, Furniture, Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 027 001.000,NUISANCE,1746489600000,3,{5E5ADB82-DE87-438F-ADE7-5578C1D29668},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3554,C00177133,136 BROADWAY ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 012 001.001,NUISANCE,1746489600000,3,{BBC53DFC-1C1E-4444-AFEB-B83F5E58CDBF},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
3555,C00177135,220 EAST PARK AVE (CHISHOLM),"Litter, Junk, Trash, Overgrown Grass, Weeds",04 09 32 1 009 001.001,NUISANCE,1746489600000,3,{27E0D530-39BD-4B17-9E00-7C4EB7DD18A1},HNAM,1748355780000,HNAM,1769178803000,2025/05/06
